away_pitcher,away_team,condition,date,final_score_away,final_score_home,first_inning_run_scored,first_inning_runs_away,first_inning_runs_home,game_id,home_pitcher,home_team,temperature,venue,wind
José Soriano,Los Angeles Angels,Cloudy,2024-08-09,2,3,1,0,1,744818,Mitchell Parker,Washington Nationals,82,Nationals Park,"5 mph, Out To CF"
Zach Eflin,Baltimore Orioles,Dome,2024-08-09,4,1,1,1,0,745062,Zack Littell,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Mitch Spence,Oakland Athletics,Clear,2024-08-09,1,3,1,0,1,744900,José Berríos,Toronto Blue Jays,79,Rogers Centre,"10 mph, Out To RF"
Ronel Blanco,Houston Astros,Cloudy,2024-08-09,8,4,1,1,0,746927,Tanner Houck,Boston Red Sox,82,Fenway Park,"12 mph, Out To RF"
Martín Pérez,San Diego Padres,Roof Closed,2024-08-09,6,2,0,0,0,746032,Edward Cabrera,Miami Marlins,72,loanDepot park,"0 mph, None"
Miles Mikolas,St. Louis Cardinals,Partly Cloudy,2024-08-09,8,5,1,2,0,746275,Michael Lorenzen,Kansas City Royals,73,Kauffman Stadium,"7 mph, L To R"
Jameson Taillon,Chicago Cubs,Overcast,2024-08-09,7,6,1,3,0,746760,Garrett Crochet,Chicago White Sox,69,Guaranteed Rate Field,"13 mph, L To R"
Carson Spiers,Cincinnati Reds,Cloudy,2024-08-09,3,8,1,0,3,745957,Aaron Civale,Milwaukee Brewers,65,American Family Field,"11 mph, In From RF"
Grant Holmes,Atlanta Braves,Overcast,2024-08-09,5,6,1,1,0,746523,Tanner Gordon,Colorado Rockies,69,Coors Field,"3 mph, Out To CF"
Zack Wheeler,Philadelphia Phillies,Roof Closed,2024-08-09,2,3,1,0,1,747168,Ryne Nelson,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
Mitch Keller,Pittsburgh Pirates,Clear,2024-08-09,5,9,1,0,1,746113,Jack Flaherty,Los Angeles Dodgers,72,Dodger Stadium,"10 mph, L To R"
Jose Quintana,New York Mets,Clear,2024-08-09,0,6,0,0,0,745220,Bryce Miller,Seattle Mariners,73,T-Mobile Park,"4 mph, Out To CF"
Beau Brieske,Detroit Tigers,Cloudy,2024-08-09,2,3,0,0,0,745308,Robbie Ray,San Francisco Giants,61,Oracle Park,"10 mph, Varies"
Cody Bradford,Texas Rangers,Sunny,2024-08-10,9,4,0,0,0,745708,Gerrit Cole,New York Yankees,85,Yankee Stadium,"11 mph, L To R"
Osvaldo Bido,Oakland Athletics,Partly Cloudy,2024-08-10,1,0,0,0,0,744897,Yariel Rodríguez,Toronto Blue Jays,73,Rogers Centre,"20 mph, L To R"
Alex Faedo,Detroit Tigers,Partly Cloudy,2024-08-10,1,3,0,0,0,745304,Logan Webb,San Francisco Giants,66,Oracle Park,"12 mph, Out To CF"
Spencer Arrighetti,Houston Astros,Partly Cloudy,2024-08-10,5,4,1,1,0,746922,Josh Winckowski,Boston Red Sox,87,Fenway Park,"6 mph, In From LF"
Matt Waldron,San Diego Padres,Roof Closed,2024-08-10,9,8,1,1,0,746026,Roddery Muñoz,Miami Marlins,72,loanDepot park,"0 mph, None"
Griffin Canning,Los Angeles Angels,Cloudy,2024-08-10,4,5,0,0,0,744820,Patrick Corbin,Washington Nationals,88,Nationals Park,"3 mph, R To L"
Andre Pallante,St. Louis Cardinals,Clear,2024-08-10,3,8,0,0,0,746269,Michael Wacha,Kansas City Royals,77,Kauffman Stadium,"3 mph, R To L"
Gavin Williams,Cleveland Guardians,Partly Cloudy,2024-08-10,2,1,1,1,0,745873,Simeon Woods Richardson,Minnesota Twins,72,Target Field,"9 mph, Out To RF"
Nick Martinez,Cincinnati Reds,Partly Cloudy,2024-08-10,0,1,0,0,0,745955,Tobias Myers,Milwaukee Brewers,73,American Family Field,"14 mph, Out To LF"
Corbin Burnes,Baltimore Orioles,Dome,2024-08-10,7,5,1,3,0,745056,Drew Rasmussen,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Justin Steele,Chicago Cubs,Partly Cloudy,2024-08-10,3,1,0,0,0,746761,Chris Flexen,Chicago White Sox,76,Guaranteed Rate Field,"15 mph, Out To LF"
Aaron Nola,Philadelphia Phillies,Roof Closed,2024-08-10,1,11,1,0,1,747164,Zac Gallen,Arizona Diamondbacks,79,Chase Field,"0 mph, None"
Max Fried,Atlanta Braves,Cloudy,2024-08-10,11,8,0,0,0,746520,Dakota Hudson,Colorado Rockies,71,Coors Field,"7 mph, L To R"
Paul Skenes,Pittsburgh Pirates,Clear,2024-08-10,1,4,1,0,1,746112,River Ryan,Los Angeles Dodgers,81,Dodger Stadium,"9 mph, Out To RF"
Sean Manaea,New York Mets,Clear,2024-08-10,0,4,1,0,3,745219,Logan Gilbert,Seattle Mariners,75,T-Mobile Park,"4 mph, Out To CF"
Jack Kochanowicz,Los Angeles Angels,Cloudy,2024-08-11,6,4,0,0,0,744816,MacKenzie Gore,Washington Nationals,77,Nationals Park,"5 mph, In From LF"
Hunter Brown,Houston Astros,Partly Cloudy,2024-08-11,10,2,0,0,0,746923,James Paxton,Boston Red Sox,81,Fenway Park,"4 mph, R To L"
Andrew Heaney,Texas Rangers,Partly Cloudy,2024-08-11,7,8,1,0,1,745711,Marcus Stroman,New York Yankees,77,Yankee Stadium,"7 mph, Varies"
JP Sears,Oakland Athletics,Roof Closed,2024-08-11,8,4,1,6,0,744895,Chris Bassitt,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Albert Suárez,Baltimore Orioles,Dome,2024-08-11,1,2,0,0,0,745057,Jeffrey Springs,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Dylan Cease,San Diego Padres,Roof Closed,2024-08-11,6,7,1,0,2,746025,Max Meyer,Miami Marlins,72,loanDepot park,"0 mph, None"
Tanner Bibee,Cleveland Guardians,Sunny,2024-08-11,5,3,0,0,0,745872,David Festa,Minnesota Twins,70,Target Field,"2 mph, Out To RF"
Nick Lodolo,Cincinnati Reds,Partly Cloudy,2024-08-11,4,3,0,0,0,745956,DL Hall,Milwaukee Brewers,76,American Family Field,"13 mph, Varies"
Spencer Schwellenbach,Atlanta Braves,Cloudy,2024-08-11,8,9,1,1,0,746517,Kyle Freeland,Colorado Rockies,77,Coors Field,"2 mph, In From LF"
Keider Montero,Detroit Tigers,Partly Cloudy,2024-08-11,5,4,1,1,2,745303,Hayden Birdsong,San Francisco Giants,62,Oracle Park,"14 mph, Out To CF"
Bailey Falter,Pittsburgh Pirates,Sunny,2024-08-11,5,6,1,0,2,746114,Tyler Glasnow,Los Angeles Dodgers,88,Dodger Stadium,"6 mph, Out To CF"
Cristopher Sánchez,Philadelphia Phillies,Roof Closed,2024-08-11,5,12,1,2,1,747166,Merrill Kelly,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
Luis Severino,New York Mets,Partly Cloudy,2024-08-11,1,12,0,0,0,745216,Luis Castillo,Seattle Mariners,69,T-Mobile Park,"0 mph, Calm"
Shota Imanaga,Chicago Cubs,Clear,2024-08-12,8,9,0,0,0,746603,Ben Lively,Cleveland Guardians,74,Progressive Field,"5 mph, In From CF"
Sonny Gray,St. Louis Cardinals,Partly Cloudy,2024-08-12,1,6,0,0,0,746682,Andrew Abbott,Cincinnati Reds,79,Great American Ball Park,"4 mph, Out To CF"
Framber Valdez,Houston Astros,Dome,2024-08-12,6,1,1,1,0,745058,Taj Bradley,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Tyler Mahle,Texas Rangers,Cloudy,2024-08-12,4,5,0,0,0,746921,Brayan Bello,Boston Red Sox,71,Fenway Park,"3 mph, R To L"
Brady Singer,Kansas City Royals,Clear,2024-08-12,3,8,1,1,0,745874,Pablo López,Minnesota Twins,81,Target Field,"5 mph, In From CF"
Luis Gil,New York Yankees,Cloudy,2024-08-12,2,12,1,1,2,746762,Ky Bush,Chicago White Sox,77,Guaranteed Rate Field,"8 mph, In From CF"
Clayton Kershaw,Los Angeles Dodgers,Clear,2024-08-12,5,2,0,0,0,745953,Freddy Peralta,Milwaukee Brewers,78,American Family Field,"5 mph, L To R"
Bowden Francis,Toronto Blue Jays,Clear,2024-08-12,4,2,0,0,0,746192,Davis Daniel,Los Angeles Angels,82,Angel Stadium,"8 mph, Out To CF"
Bradley Blalock,Colorado Rockies,Roof Closed,2024-08-12,4,5,0,0,0,747165,Brandon Pfaadt,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
Jake Woodford,Pittsburgh Pirates,Clear,2024-08-12,1,2,0,0,0,745383,Joe Musgrove,San Diego Padres,77,Petco Park,"8 mph, L To R"
Chris Sale,Atlanta Braves,Partly Cloudy,2024-08-12,1,0,0,0,0,745300,Blake Snell,San Francisco Giants,62,Oracle Park,"14 mph, Varies"
Jake Irvin,Washington Nationals,Clear,2024-08-13,9,3,1,2,0,747004,Trevor Rogers,Baltimore Orioles,85,Oriole Park at Camden Yards,"8 mph, In From RF"
Javier Assad,Chicago Cubs,Clear,2024-08-13,1,2,0,0,0,746601,Matthew Boyd,Cleveland Guardians,77,Progressive Field,"8 mph, R To L"
George Kirby,Seattle Mariners,Clear,2024-08-13,1,15,1,0,1,746435,Tarik Skubal,Detroit Tigers,81,Comerica Park,"7 mph, In From LF"
Erick Fedde,St. Louis Cardinals,Partly Cloudy,2024-08-13,1,4,1,0,1,746673,Hunter Greene,Cincinnati Reds,82,Great American Ball Park,"5 mph, L To R"
Valente Bellozo,Miami Marlins,Partly Cloudy,2024-08-13,5,0,1,2,0,745548,Taijuan Walker,Philadelphia Phillies,82,Citizens Bank Park,"11 mph, In From LF"
Yusei Kikuchi,Houston Astros,Dome,2024-08-13,3,2,0,0,0,745055,Shane Baz,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Joe Boyle,Oakland Athletics,Clear,2024-08-13,9,4,1,3,0,745788,Paul Blackburn,New York Mets,79,Citi Field,"3 mph, In From LF"
José Ureña,Texas Rangers,Partly Cloudy,2024-08-13,4,9,1,0,1,746924,Kutter Crawford,Boston Red Sox,81,Fenway Park,"4 mph, In From LF"
Seth Lugo,Kansas City Royals,Partly Cloudy,2024-08-13,3,13,1,0,3,745867,Zebby Matthews,Minnesota Twins,81,Target Field,"8 mph, Out To LF"
Nestor Cortes,New York Yankees,Clear,2024-08-13,4,1,0,0,0,746757,Jonathan Cannon,Chicago White Sox,80,Guaranteed Rate Field,"7 mph, In From LF"
Gavin Stone,Los Angeles Dodgers,Clear,2024-08-13,7,2,0,0,0,745954,Colin Rea,Milwaukee Brewers,80,American Family Field,"3 mph, L To R"
Kevin Gausman,Toronto Blue Jays,Clear,2024-08-13,6,1,1,3,0,746187,Carson Fulmer,Los Angeles Angels,81,Angel Stadium,"9 mph, R To L"
Austin Gomber,Colorado Rockies,Roof Closed,2024-08-13,3,4,0,0,0,747160,Eduardo Rodriguez,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
Luis Ortiz,Pittsburgh Pirates,Clear,2024-08-13,0,3,1,0,1,745382,Michael King,San Diego Padres,77,Petco Park,"7 mph, L To R"
Charlie Morton,Atlanta Braves,Clear,2024-08-13,4,3,0,0,0,745302,Kyle Harrison,San Francisco Giants,65,Oracle Park,"14 mph, Out To CF"
Cole Ragans,Kansas City Royals,Partly Cloudy,2024-08-14,4,1,0,0,0,745869,Louis Varland,Minnesota Twins,77,Target Field,"10 mph, R To L"
Tanner Gordon,Colorado Rockies,Roof Closed,2024-08-14,4,11,1,0,4,747163,Jordan Montgomery,Arizona Diamondbacks,76,Chase Field,"0 mph, None"
Mitch Keller,Pittsburgh Pirates,Sunny,2024-08-14,2,8,1,0,3,745381,Martín Pérez,San Diego Padres,76,Petco Park,"9 mph, Out To RF"
Dane Dunning,Texas Rangers,Cloudy,2024-08-14,9,7,0,0,0,746919,Tanner Houck,Boston Red Sox,77,Fenway Park,"4 mph, Out To LF"
DJ Herz,Washington Nationals,Partly Cloudy,2024-08-14,1,4,1,0,2,747000,Dean Kremer,Baltimore Orioles,83,Oriole Park at Camden Yards,"4 mph, In From LF"
Jameson Taillon,Chicago Cubs,Clear,2024-08-14,1,6,0,0,0,746598,Alex Cobb,Cleveland Guardians,78,Progressive Field,"12 mph, R To L"
Bryan Woo,Seattle Mariners,Clear,2024-08-14,2,3,0,0,0,746436,Beau Brieske,Detroit Tigers,82,Comerica Park,"6 mph, L To R"
Kyle Gibson,St. Louis Cardinals,Partly Cloudy,2024-08-14,2,9,0,0,0,746677,Emilio Pagán,Cincinnati Reds,85,Great American Ball Park,"5 mph, L To R"
Edward Cabrera,Miami Marlins,Partly Cloudy,2024-08-14,5,9,1,3,0,745544,Tyler Phillips,Philadelphia Phillies,84,Citizens Bank Park,"8 mph, In From CF"
Ronel Blanco,Houston Astros,Dome,2024-08-14,2,1,0,0,0,745053,Zack Littell,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Joey Estes,Oakland Athletics,Clear,2024-08-14,1,9,0,0,0,745790,David Peterson,New York Mets,82,Citi Field,"4 mph, In From LF"
Will Warren,New York Yankees,Partly Cloudy,2024-08-14,10,2,1,1,0,746759,Davis Martin,Chicago White Sox,79,Guaranteed Rate Field,"8 mph, In From LF"
Walker Buehler,Los Angeles Dodgers,Partly Cloudy,2024-08-14,4,5,1,3,0,745951,Frankie Montas,Milwaukee Brewers,74,American Family Field,"8 mph, L To R"
José Berríos,Toronto Blue Jays,Clear,2024-08-14,9,2,0,0,0,746188,Tyler Anderson,Los Angeles Angels,82,Angel Stadium,"8 mph, Out To CF"
Grant Holmes,Atlanta Braves,Clear,2024-08-14,13,2,1,5,1,745301,Robbie Ray,San Francisco Giants,65,Oracle Park,"11 mph, Varies"
Mitch Spence,Oakland Athletics,Sunny,2024-08-15,7,6,0,0,0,745783,Jose Quintana,New York Mets,85,Citi Field,"4 mph, L To R"
Bryce Miller,Seattle Mariners,Sunny,2024-08-15,1,2,1,1,0,746437,Alex Faedo,Detroit Tigers,80,Comerica Park,"8 mph, In From CF"
Jack Flaherty,Los Angeles Dodgers,Roof Closed,2024-08-15,4,6,1,0,3,745950,Tobias Myers,Milwaukee Brewers,77,American Family Field,"0 mph, None"
Max Fried,Atlanta Braves,Sunny,2024-08-15,0,6,0,0,0,745298,Logan Webb,San Francisco Giants,67,Oracle Park,"14 mph, Out To CF"
Nick Pivetta,Boston Red Sox,Clear,2024-08-15,1,5,0,0,0,747002,Zach Eflin,Baltimore Orioles,86,Oriole Park at Camden Yards,"3 mph, In From CF"
Mitchell Parker,Washington Nationals,Partly Cloudy,2024-08-15,3,13,1,0,4,745545,Zack Wheeler,Philadelphia Phillies,84,Citizens Bank Park,"6 mph, In From LF"
Bailey Ober,Minnesota Twins,Roof Closed,2024-08-15,3,2,1,0,2,744980,Cody Bradford,Texas Rangers,74,Globe Life Field,"0 mph, None"
Yariel Rodríguez,Toronto Blue Jays,Partly Cloudy,2024-08-16,5,6,1,0,2,746843,Kyle Hendricks,Chicago Cubs,81,Wrigley Field,"8 mph, Out To CF"
Michael Lorenzen,Kansas City Royals,Partly Cloudy,2024-08-16,7,1,0,0,0,746674,Nick Martinez,Cincinnati Reds,80,Great American Ball Park,"9 mph, R To L"
Logan Gilbert,Seattle Mariners,Partly Cloudy,2024-08-16,3,5,0,0,0,745462,Paul Skenes,Pittsburgh Pirates,79,PNC Park,"9 mph, Out To LF"
Patrick Corbin,Washington Nationals,Partly Cloudy,2024-08-16,2,3,0,0,0,745542,Aaron Nola,Philadelphia Phillies,87,Citizens Bank Park,"8 mph, Out To CF"
Gerrit Cole,New York Yankees,Partly Cloudy,2024-08-16,3,0,1,1,0,746438,Beau Brieske,Detroit Tigers,80,Comerica Park,"10 mph, In From RF"
Ryne Nelson,Arizona Diamondbacks,Dome,2024-08-16,4,5,1,2,0,745054,Ryan Pepiot,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Brennan Bernardino,Boston Red Sox,Partly Cloudy,2024-08-16,12,10,1,2,0,747001,Corbin Burnes,Baltimore Orioles,83,Oriole Park at Camden Yards,"9 mph, Out To LF"
Roddery Muñoz,Miami Marlins,Clear,2024-08-16,3,7,1,0,1,745784,Sean Manaea,New York Mets,79,Citi Field,"9 mph, Out To LF"
Simeon Woods Richardson,Minnesota Twins,Roof Closed,2024-08-16,4,3,0,0,0,744974,Andrew Heaney,Texas Rangers,74,Globe Life Field,"0 mph, None"
Garrett Crochet,Chicago White Sox,Roof Closed,2024-08-16,5,4,0,0,0,746357,Spencer Arrighetti,Houston Astros,73,Minute Maid Park,"0 mph, None"
Gavin Williams,Cleveland Guardians,Roof Closed,2024-08-16,3,5,1,0,3,745949,Aaron Civale,Milwaukee Brewers,79,American Family Field,"0 mph, None"
Justin Wrobleski,Los Angeles Dodgers,Clear,2024-08-16,7,6,0,0,0,745144,Miles Mikolas,St. Louis Cardinals,86,Busch Stadium,"8 mph, Out To RF"
Matt Waldron,San Diego Padres,Clear,2024-08-16,3,7,1,0,4,746518,Cal Quantrill,Colorado Rockies,91,Coors Field,"5 mph, Out To CF"
Spencer Schwellenbach,Atlanta Braves,Partly Cloudy,2024-08-16,2,3,0,0,0,746189,José Soriano,Los Angeles Angels,81,Angel Stadium,"9 mph, R To L"
Luis Castillo,Seattle Mariners,Cloudy,2024-08-17,2,7,1,0,1,745463,Bailey Falter,Pittsburgh Pirates,83,PNC Park,"9 mph, Out To LF"
Carlos Rodón,New York Yankees,Cloudy,2024-08-17,0,4,1,0,1,746434,Keider Montero,Detroit Tigers,76,Comerica Park,"10 mph, R To L"
Chris Bassitt,Toronto Blue Jays,Cloudy,2024-08-17,2,3,1,0,1,746841,Justin Steele,Chicago Cubs,78,Wrigley Field,"9 mph, In From CF"
Zac Gallen,Arizona Diamondbacks,Dome,2024-08-17,1,6,1,0,2,745049,Jeffrey Springs,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Max Meyer,Miami Marlins,Cloudy,2024-08-17,0,4,1,0,1,745785,Luis Severino,New York Mets,79,Citi Field,"10 mph, Out To LF"
MacKenzie Gore,Washington Nationals,Cloudy,2024-08-17,1,5,0,0,0,745537,Cristopher Sánchez,Philadelphia Phillies,78,Citizens Bank Park,"9 mph, Out To CF"
Michael Wacha,Kansas City Royals,Overcast,2024-08-17,13,1,1,1,0,746675,Nick Lodolo,Cincinnati Reds,84,Great American Ball Park,"11 mph, Out To LF"
Brayan Bello,Boston Red Sox,Overcast,2024-08-17,5,1,0,0,0,746997,Cade Povich,Baltimore Orioles,75,Oriole Park at Camden Yards,"5 mph, Out To LF"
David Festa,Minnesota Twins,Roof Closed,2024-08-17,5,2,0,0,0,744977,Nathan Eovaldi,Texas Rangers,74,Globe Life Field,"0 mph, None"
Hayden Birdsong,San Francisco Giants,Partly Cloudy,2024-08-17,0,2,0,0,0,745626,Osvaldo Bido,Oakland Athletics,73,Oakland Coliseum,"14 mph, Out To RF"
Chris Flexen,Chicago White Sox,Roof Closed,2024-08-17,1,6,1,1,0,746355,Hunter Brown,Houston Astros,73,Minute Maid Park,"0 mph, None"
Bobby Miller,Los Angeles Dodgers,Clear,2024-08-17,2,5,1,1,1,745140,Andre Pallante,St. Louis Cardinals,86,Busch Stadium,"13 mph, Out To RF"
Tanner Bibee,Cleveland Guardians,Roof Closed,2024-08-17,1,2,1,0,1,745952,Freddy Peralta,Milwaukee Brewers,79,American Family Field,"0 mph, None"
Dylan Cease,San Diego Padres,Partly Cloudy,2024-08-17,8,3,0,0,0,746515,Kyle Freeland,Colorado Rockies,95,Coors Field,"2 mph, Out To LF"
Chris Sale,Atlanta Braves,Clear,2024-08-17,11,3,1,3,0,746190,Griffin Canning,Los Angeles Angels,76,Angel Stadium,"8 mph, R To L"
Valente Bellozo,Miami Marlins,Cloudy,2024-08-18,3,2,0,0,0,745786,Paul Blackburn,New York Mets,76,Citi Field,"12 mph, Out To LF"
Kutter Crawford,Boston Red Sox,Cloudy,2024-08-18,2,4,0,0,0,746999,Albert Suárez,Baltimore Orioles,81,Oriole Park at Camden Yards,"4 mph, Out To LF"
George Kirby,Seattle Mariners,Partly Cloudy,2024-08-18,10,3,1,2,0,745464,Jake Woodford,Pittsburgh Pirates,78,PNC Park,"9 mph, Out To LF"
Jake Irvin,Washington Nationals,Partly Cloudy,2024-08-18,6,4,1,0,1,745539,Taijuan Walker,Philadelphia Phillies,83,Citizens Bank Park,"6 mph, Out To CF"
Brady Singer,Kansas City Royals,Partly Cloudy,2024-08-18,8,1,0,0,0,746676,Andrew Abbott,Cincinnati Reds,79,Great American Ball Park,"6 mph, Out To LF"
Merrill Kelly,Arizona Diamondbacks,Dome,2024-08-18,7,8,0,0,0,745051,Drew Rasmussen,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Ky Bush,Chicago White Sox,Roof Closed,2024-08-18,0,2,0,0,0,746359,Framber Valdez,Houston Astros,73,Minute Maid Park,"0 mph, None"
Ben Lively,Cleveland Guardians,Roof Closed,2024-08-18,0,2,1,0,1,745948,Colin Rea,Milwaukee Brewers,76,American Family Field,"10 mph, In From LF"
Clayton Kershaw,Los Angeles Dodgers,Partly Cloudy,2024-08-18,2,1,0,0,0,745139,Sonny Gray,St. Louis Cardinals,82,Busch Stadium,"11 mph, Out To CF"
Bowden Francis,Toronto Blue Jays,Cloudy,2024-08-18,1,0,0,0,0,746838,Shota Imanaga,Chicago Cubs,74,Wrigley Field,"15 mph, L To R"
Pablo López,Minnesota Twins,Roof Closed,2024-08-18,5,6,1,3,0,744975,Tyler Mahle,Texas Rangers,74,Globe Life Field,"0 mph, None"
Joe Musgrove,San Diego Padres,Sunny,2024-08-18,2,3,0,0,0,746516,Bradley Blalock,Colorado Rockies,92,Coors Field,"4 mph, R To L"
Blake Snell,San Francisco Giants,Partly Cloudy,2024-08-18,4,2,0,0,0,745621,JP Sears,Oakland Athletics,73,Oakland Coliseum,"8 mph, Out To RF"
Charlie Morton,Atlanta Braves,Sunny,2024-08-18,3,1,1,1,0,746186,Jack Kochanowicz,Los Angeles Angels,83,Angel Stadium,"9 mph, Out To LF"
Marcus Stroman,New York Yankees,Cloudy,2024-08-18,2,3,0,0,0,746431,Tarik Skubal,Detroit Tigers,73,Journey Bank Ballpark,"5 mph, Out To CF"
Brandon Pfaadt,Arizona Diamondbacks,Roof Closed,2024-08-19,9,6,0,0,0,746027,Adam Oller,Miami Marlins,72,loanDepot park,"0 mph, None"
Julian Aguiar,Cincinnati Reds,Clear,2024-08-19,6,3,1,0,1,744898,Kevin Gausman,Toronto Blue Jays,65,Rogers Centre,"11 mph, Out To LF"
Trevor Rogers,Baltimore Orioles,Cloudy,2024-08-19,3,4,1,0,2,745780,David Peterson,New York Mets,76,Citi Field,"8 mph, L To R"
Luis Ortiz,Pittsburgh Pirates,Roof Closed,2024-08-19,3,4,1,0,1,744976,Dane Dunning,Texas Rangers,74,Globe Life Field,"0 mph, Calm"
Tanner Houck,Boston Red Sox,Roof Closed,2024-08-19,4,5,1,2,0,746351,Yusei Kikuchi,Houston Astros,73,Minute Maid Park,"0 mph, None"
Carson Fulmer,Los Angeles Angels,Clear,2024-08-19,3,5,0,0,0,746270,Seth Lugo,Kansas City Royals,84,Kauffman Stadium,"12 mph, In From LF"
Taj Bradley,Tampa Bay Rays,Clear,2024-08-19,0,3,1,0,2,745620,Joe Boyle,Oakland Athletics,70,Oakland Coliseum,"11 mph, Varies"
Zebby Matthews,Minnesota Twins,Clear,2024-08-19,3,5,1,1,2,745380,Michael King,San Diego Padres,77,Petco Park,"10 mph, L To R"
Jonathan Cannon,Chicago White Sox,Clear,2024-08-19,3,5,0,0,0,745294,Kyle Harrison,San Francisco Giants,68,Oracle Park,"18 mph, Out To CF"
Bryan Woo,Seattle Mariners,Clear,2024-08-19,0,3,0,0,0,746109,Gavin Stone,Los Angeles Dodgers,80,Dodger Stadium,"5 mph, Out To RF"
Eduardo Rodriguez,Arizona Diamondbacks,Roof Closed,2024-08-20,3,1,1,1,0,746029,Edward Cabrera,Miami Marlins,72,loanDepot park,"0 mph, None"
Austin Gomber,Colorado Rockies,Partly Cloudy,2024-08-20,3,1,1,1,0,744814,DJ Herz,Washington Nationals,71,Nationals Park,"10 mph, In From LF"
Matthew Boyd,Cleveland Guardians,Partly Cloudy,2024-08-20,9,5,1,0,2,745707,Luis Gil,New York Yankees,69,Yankee Stadium,"10 mph, Out To RF"
Carson Spiers,Cincinnati Reds,Roof Closed,2024-08-20,3,10,1,0,1,744896,José Berríos,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Dean Kremer,Baltimore Orioles,Clear,2024-08-20,9,5,1,2,0,745782,Jose Quintana,New York Mets,70,Citi Field,"10 mph, L To R"
Zack Wheeler,Philadelphia Phillies,Clear,2024-08-20,1,3,0,0,0,747083,Reynaldo López,Atlanta Braves,81,Truist Park,"9 mph, Out To CF"
Frankie Montas,Milwaukee Brewers,Partly Cloudy,2024-08-20,3,2,0,0,0,745136,Erick Fedde,St. Louis Cardinals,76,Busch Stadium,"11 mph, In From LF"
Alex Faedo,Detroit Tigers,Clear,2024-08-20,1,3,0,0,0,746839,Javier Assad,Chicago Cubs,66,Wrigley Field,"10 mph, In From CF"
Mitch Keller,Pittsburgh Pirates,Roof Closed,2024-08-20,4,0,0,0,0,744978,Cody Bradford,Texas Rangers,74,Globe Life Field,"0 mph, None"
Nick Pivetta,Boston Red Sox,Roof Closed,2024-08-20,6,5,1,3,3,746349,Ronel Blanco,Houston Astros,73,Minute Maid Park,"0 mph, None"
Tyler Anderson,Los Angeles Angels,Clear,2024-08-20,9,5,0,0,0,746266,Cole Ragans,Kansas City Royals,74,Kauffman Stadium,"10 mph, R To L"
Shane Baz,Tampa Bay Rays,Clear,2024-08-20,1,0,0,0,0,745624,Joey Estes,Oakland Athletics,75,Oakland Coliseum,"10 mph, Varies"
Bailey Ober,Minnesota Twins,Clear,2024-08-20,5,7,0,0,0,745374,Martín Pérez,San Diego Padres,81,Petco Park,"13 mph, L To R"
Davis Martin,Chicago White Sox,Clear,2024-08-20,1,4,0,0,0,745295,Robbie Ray,San Francisco Giants,69,Oracle Park,"16 mph, Out To CF"
Bryce Miller,Seattle Mariners,Clear,2024-08-20,3,6,1,2,0,746107,Walker Buehler,Los Angeles Dodgers,82,Dodger Stadium,"4 mph, Out To RF"
Cole Irvin,Baltimore Orioles,Sunny,2024-08-21,3,4,0,0,0,745781,Sean Manaea,New York Mets,71,Citi Field,"8 mph, L To R"
Cooper Criswell,Boston Red Sox,Roof Closed,2024-08-21,4,1,1,1,1,746350,Justin Verlander,Houston Astros,73,Minute Maid Park,"0 mph, None"
Domingo Germán,Pittsburgh Pirates,Roof Closed,2024-08-21,0,1,0,0,0,744973,Andrew Heaney,Texas Rangers,74,Globe Life Field,"0 mph, None"
Garrett Crochet,Chicago White Sox,Sunny,2024-08-21,6,2,1,1,0,745297,Logan Webb,San Francisco Giants,66,Oracle Park,"11 mph, Out To CF"
Simeon Woods Richardson,Minnesota Twins,Partly Cloudy,2024-08-21,11,4,0,0,0,745375,Matt Waldron,San Diego Padres,78,Petco Park,"10 mph, L To R"
Jordan Montgomery,Arizona Diamondbacks,Roof Closed,2024-08-21,10,8,1,1,2,746028,Roddery Muñoz,Miami Marlins,72,loanDepot park,"0 mph, None"
Tanner Gordon,Colorado Rockies,Clear,2024-08-21,1,6,0,0,0,744812,Mitchell Parker,Washington Nationals,73,Nationals Park,"4 mph, Out To RF"
Joey Cantillo,Cleveland Guardians,Clear,2024-08-21,1,8,1,0,2,745704,Nestor Cortes,New York Yankees,70,Yankee Stadium,"6 mph, R To L"
Nick Martinez,Cincinnati Reds,Partly Cloudy,2024-08-21,11,7,1,0,3,744893,Yariel Rodríguez,Toronto Blue Jays,70,Rogers Centre,"11 mph, Out To LF"
